Node_ID	9301253	cp_level	cp_r_citing_zero	cp_r_citing_nonzero	tr_citing	cp_r_cited_zero	cp_r_cited_nonzero	tr_cited	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	11	network_degree	network_indegree	network_outdegree	cluster_degree	cluster_indegree	cluster_outdegree	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	100	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	297	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_modularity	cp_r_citing_zero_bdid_clustered-cit_hepph_modularity	cp_r_citing_nonzero_bdid_clustered-cit_hepph_modularity	tr_citing_bdid_clustered-cit_hepph_modularity	cp_r_cited_zero_bdid_clustered-cit_hepph_modularity	cp_r_cited_nonzero_bdid_clustered-cit_hepph_modularity	tr_cited_bdid_clustered-cit_hepph_modularity	cp_level_bdid-cit_hepph_modularity	cp_r_citing_zero_bdid-cit_hepph_modularity	cp_r_citing_nonzero_bdid-cit_hepph_modularity	tr_citing_bdid-cit_hepph_modularity	cp_r_cited_zero_bdid-cit_hepph_modularity	cp_r_cited_nonzero_bdid-cit_hepph_modularity	tr_cited_bdid-cit_hepph_modularity	6	network_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity
9710260	9403301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	6.0	5	0	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	22.0	5	0	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1445.0	5	0	5	2.0	0.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	5	0	5	5	0	5
9710261	9307303.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2	2	0	0	2	0	0	5.0	3	2	1	3.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2	2	0	0	2	0	0	105.0	3	2	1	2.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	2	0	0	1299.0	3	2	1	1.0	1.0	0.0	2	2	0	0	2	0	0	2	2	0	0	2	0	0	7.0	3	2	1	3	2	1
9710262	9506385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	27.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	91.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1278.0	3	0	3	2.0	0.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	3	0	3	3	0	3
9710263	9606375.0	3.0	3.0	0.0	0.0	2.0	1.0	1.0	3	3	0	0	2	1	1	4.0	4	3	1	4.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3	3	0	0	2	1	1	252.0	4	3	1	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	3	3	0	0	2	1	1	2003.0	4	3	1	2.0	1.0	1.0	3	3	0	0	2	1	1	3	3	0	0	2	1	1	1.0	4	3	1	4	3	1
9710264	9301244.0	2.0	2.0	0.0	0.0	0.0	2.0	6.0	3	3	0	0	0	3	7	11.0	11	3	8	9.0	2.0	7.0	2.0	2.0	0.0	0.0	0.0	2.0	6.0	3	3	0	0	0	3	7	13.0	11	3	8	9.0	2.0	7.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3	3	0	0	0	3	7	831.0	11	3	8	3.0	1.0	2.0	2	2	0	0	0	2	6	3	3	0	0	0	3	7	6.0	11	3	8	9	2	7
9710265	9502309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	12.0	4	0	4	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	35.0	4	0	4	3.0	0.0	3.0								0	0	0	0	0	0	0	3764.0	4	0	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	4	0	4	3	0	3
9710266	9508347.0	11.0	7.0	4.0	6.0	2.0	9.0	18.0	13	9	4	6	2	11	22	5.0	19	13	6	16.0	11.0	5.0	8.0	6.0	2.0	3.0	1.0	7.0	11.0	13	9	4	6	2	11	22	14.0	19	13	6	12.0	8.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	13	9	4	6	2	11	22	2025.0	19	13	6	2.0	1.0	1.0	13	9	4	6	2	11	20	13	9	4	6	2	11	22	7.0	19	13	6	18	13	5
9710267	9410230.0	5.0	2.0	3.0	6.0	0.0	5.0	21.0	5	2	3	6	0	5	26	9.0	17	5	12	11.0	5.0	6.0	4.0	1.0	3.0	6.0	0.0	4.0	18.0	5	2	3	6	0	5	26	48.0	17	5	12	9.0	4.0	5.0	4.0	1.0	3.0	6.0	0.0	4.0	18.0	5	2	3	6	0	5	26	90.0	17	5	12	10.0	4.0	6.0	5	2	3	6	0	5	22	5	2	3	6	0	5	26	0.0	17	5	12	14	5	9
9710268	9310337.0	21.0	4.0	17.0	44.0	0.0	21.0	54.0	36	4	32	71	2	34	76	11.0	43	36	7	28.0	21.0	7.0	17.0	3.0	14.0	38.0	0.0	17.0	36.0	36	4	32	71	2	34	76	83.0	43	36	7	23.0	17.0	6.0	6.0	2.0	4.0	7.0	0.0	6.0	15.0	36	4	32	71	2	34	76	399.0	43	36	7	11.0	6.0	5.0	23	4	19	46	0	23	61	36	4	32	71	2	34	76	6.0	43	36	7	30	23	7
9710269	9405236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	37.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	474.0	3	0	3	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	2200.0	3	0	3	2.0	0.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	3	0	3	2	0	2
9710270	9507256.0	67.0	5.0	62.0	450.0	2.0	65.0	312.0	87	10	77	505	6	81	404	13.0	104	87	17	77.0	67.0	10.0	66.0	3.0	63.0	461.0	2.0	64.0	315.0	87	10	77	505	6	81	404	9.0	104	87	17	76.0	66.0	10.0	47.0	1.0	46.0	331.0	0.0	47.0	254.0	87	10	77	505	6	81	404	10.0	104	87	17	57.0	47.0	10.0	79	8	71	490	1	78	397	87	10	77	505	6	81	404	7.0	104	87	17	96	79	17
9710271	9405311.0	4.0	2.0	2.0	3.0	1.0	3.0	3.0	5	2	3	4	2	3	3	6.0	12	5	7	11.0	4.0	7.0	4.0	2.0	2.0	3.0	2.0	2.0	2.0	5	2	3	4	2	3	3	292.0	12	5	7	5.0	4.0	1.0	3.0	1.0	2.0	3.0	1.0	2.0	2.0	5	2	3	4	2	3	3	1033.0	12	5	7	4.0	3.0	1.0	5	2	3	4	2	3	3	5	2	3	4	2	3	3	5.0	12	5	7	12	5	7
9710272	9509239.0	4.0	1.0	3.0	3.0	0.0	4.0	12.0	5	2	3	3	0	5	14	4.0	9	5	4	8.0	4.0	4.0	4.0	1.0	3.0	3.0	0.0	4.0	12.0	5	2	3	3	0	5	14	47.0	9	5	4	8.0	4.0	4.0	4.0	2.0	2.0	2.0	0.0	4.0	12.0	5	2	3	3	0	5	14	111.0	9	5	4	8.0	4.0	4.0	4	1	3	3	0	4	12	5	2	3	3	0	5	14	1.0	9	5	4	8	4	4
9710273	9207245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	4	0	0	2	2	3	8.0	15	4	11	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	4	0	0	2	2	3	42.0	15	4	11	6.0	0.0	6.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4	4	0	0	2	2	3	1955.0	15	4	11	2.0	1.0	1.0	1	1	0	0	1	0	0	4	4	0	0	2	2	3	5.0	15	4	11	7	1	6
9710274	9707442.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	5	0	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	5.0	5	0	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1857.0	5	0	5	1.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5	0	5	5	0	5
9710275	9209256.0	5.0	3.0	2.0	3.0	2.0	3.0	11.0	5	3	2	3	2	3	11	1.0	17	5	12	16.0	5.0	11.0	5.0	3.0	2.0	3.0	2.0	3.0	9.0	5	3	2	3	2	3	11	1.0	17	5	12	13.0	5.0	8.0	3.0	3.0	0.0	0.0	0.0	3.0	6.0	5	3	2	3	2	3	11	551.0	17	5	12	7.0	3.0	4.0	5	3	2	3	2	3	11	5	3	2	3	2	3	11	2.0	17	5	12	16	5	11
9710276	9303291.0	1.0	1.0	0.0	0.0	0.0	1.0	5.0	4	2	2	2	0	4	10	2.0	21	4	17	10.0	1.0	9.0	4.0	2.0	2.0	2.0	0.0	4.0	10.0	4	2	2	2	0	4	10	12.0	21	4	17	11.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	2	2	2	0	4	10	822.0	21	4	17	3.0	0.0	3.0	4	2	2	2	0	4	10	4	2	2	2	0	4	10	11.0	21	4	17	11	4	7
9710277	9207240.0	18.0	6.0	12.0	23.0	4.0	14.0	53.0	20	6	14	26	5	15	55	0.0	51	20	31	42.0	18.0	24.0	12.0	2.0	10.0	18.0	1.0	11.0	35.0	20	6	14	26	5	15	55	62.0	51	20	31	32.0	12.0	20.0	7.0	3.0	4.0	6.0	0.0	7.0	27.0	20	6	14	26	5	15	55	112.0	51	20	31	27.0	7.0	20.0	19	6	13	25	4	15	55	20	6	14	26	5	15	55	4.0	51	20	31	43	19	24
9710278	9503477.0	2.0	1.0	1.0	1.0	0.0	2.0	2.0	2	1	1	1	0	2	2	40.0	3	2	1	3.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	2.0	2.0	2	1	1	1	0	2	2	180.0	3	2	1	3.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	2.0	2.0	2	1	1	1	0	2	2	788.0	3	2	1	3.0	2.0	1.0	2	1	1	1	2	0	0	2	1	1	1	0	2	2	6.0	3	2	1	2	2	0
9710279	9207279.0	2.0	2.0	0.0	0.0	0.0	2.0	9.0	7	3	4	5	2	5	16	0.0	16	7	9	10.0	2.0	8.0	3.0	2.0	1.0	1.0	0.0	3.0	9.0	7	3	4	5	2	5	16	10.0	16	7	9	9.0	3.0	6.0	3.0	2.0	1.0	1.0	3.0	0.0	0.0	7	3	4	5	2	5	16	1558.0	16	7	9	3.0	3.0	0.0	5	3	2	2	1	4	12	7	3	4	5	2	5	16	4.0	16	7	9	13	5	8
9710280	9310242.0	12.0	2.0	10.0	28.0	4.0	8.0	9.0	12	2	10	28	4	8	9	18.0	14	12	2	14.0	12.0	2.0	12.0	2.0	10.0	28.0	4.0	8.0	8.0	12	2	10	28	4	8	9	98.0	14	12	2	13.0	12.0	1.0	12.0	2.0	10.0	28.0	4.0	8.0	8.0	12	2	10	28	4	8	9	115.0	14	12	2	13.0	12.0	1.0	11	2	9	26	4	7	8	12	2	10	28	4	8	9	13.0	14	12	2	13	11	2
9710281	9504333.0	8.0	3.0	5.0	9.0	2.0	6.0	12.0	17	7	10	28	0	17	31	3.0	22	17	5	11.0	8.0	3.0	7.0	1.0	6.0	11.0	0.0	7.0	7.0	17	7	10	28	0	17	31	59.0	22	17	5	9.0	7.0	2.0	5.0	2.0	3.0	6.0	0.0	5.0	9.0	17	7	10	28	0	17	31	449.0	22	17	5	7.0	5.0	2.0	10	4	6	11	0	10	10	17	7	10	28	0	17	31	6.0	22	17	5	12	10	2
9710282	9405398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	12.0	8	0	8	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	30.0	8	0	8	8.0	0.0	8.0								0	0	0	0	0	0	0	4071.0	8	0	8				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	8	0	8	8	0	8
9710284	9305276.0	3.0	1.0	2.0	2.0	1.0	2.0	3.0	3	1	2	2	1	2	3	30.0	6	3	3	5.0	3.0	2.0	3.0	1.0	2.0	2.0	1.0	2.0	3.0	3	1	2	2	1	2	3	82.0	6	3	3	5.0	3.0	2.0								3	1	2	2	1	2	3	4262.0	6	3	3				3	1	2	2	1	2	3	3	1	2	2	1	2	3	3.0	6	3	3	5	3	2
9710285	9205243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	2	6	20.0	10	2	8	6.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	2	2	0	0	0	2	6	124.0	10	2	8	7.0	1.0	6.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	0	2	6	1343.0	10	2	8	2.0	1.0	1.0	0	0	0	0	0	0	0	2	2	0	0	0	2	6	6.0	10	2	8	6	0	6
9710286	9412382.0	13.0	1.0	12.0	28.0	0.0	13.0	82.0	13	1	12	28	0	13	82	0.0	27	13	14	27.0	13.0	14.0	10.0	1.0	9.0	16.0	0.0	10.0	58.0	13	1	12	28	0	13	82	92.0	27	13	14	22.0	10.0	12.0	10.0	1.0	9.0	20.0	0.0	10.0	62.0	13	1	12	28	0	13	82	149.0	27	13	14	20.0	10.0	10.0	12	1	11	22	0	12	71	13	1	12	28	0	13	82	0.0	27	13	14	25	12	13
9710287		9.0	2.0	7.0	16.0	9.0	0.0	0.0	9	2	7	16	9	0	0	1.0	9	9	0	9.0	9.0	0.0	7.0	1.0	6.0	12.0	7.0	0.0	0.0	9	2	7	16	9	0	0	7.0	9	9	0	7.0	7.0	0.0	6.0	1.0	5.0	11.0	6.0	0.0	0.0	9	2	7	16	9	0	0	251.0	9	9	0	6.0	6.0	0.0	9	2	7	16	9	0	0	9	2	7	16	9	0	0	2.0	9	9	0	9	9	0
9710288	9204219.0	2.0	2.0	0.0	0.0	0.0	2.0	15.0	3	3	0	0	0	3	24	13.0	53	3	50	21.0	2.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	3	0	0	0	3	24	8.0	53	3	50	14.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	3	0	0	0	3	24	502.0	53	3	50	6.0	0.0	6.0	2	2	0	0	0	2	17	3	3	0	0	0	3	24	7.0	53	3	50	28	2	26
9710289	9305276.0	15.0	1.0	14.0	58.0	0.0	15.0	83.0	19	2	17	69	2	17	89	30.0	33	19	14	28.0	15.0	13.0	16.0	1.0	15.0	60.0	1.0	15.0	83.0	19	2	17	69	2	17	89	82.0	33	19	14	29.0	16.0	13.0	14.0	1.0	13.0	52.0	0.0	14.0	79.0	19	2	17	69	2	17	89	78.0	33	19	14	24.0	14.0	10.0	18	1	17	69	1	17	89	19	2	17	69	2	17	89	3.0	33	19	14	31	18	13
9710290	9603249.0	6.0	3.0	3.0	5.0	0.0	6.0	6.0	8	3	5	7	0	8	11	13.0	10	8	2	7.0	6.0	1.0	8.0	3.0	5.0	7.0	0.0	8.0	8.0	8	3	5	7	0	8	11	9.0	10	8	2	9.0	8.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	8	3	5	7	0	8	11	1294.0	10	8	2	1.0	1.0	0.0	8	3	5	7	0	8	8	8	3	5	7	0	8	11	7.0	10	8	2	9	8	1
9710291	9407339.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	1	1	0	0	0	1	4	10.0	5	1	4	5.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	1	1	0	0	0	1	4	17.0	5	1	4	5.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	4	1803.0	5	1	4	1.0	0.0	1.0	1	1	0	0	0	1	4	1	1	0	0	0	1	4	12.0	5	1	4	5	1	4
9710292	9206216.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	6	6	0	0	4	2	4	6.0	22	6	16	12.0	4.0	8.0	2.0	2.0	0.0	0.0	0.0	2.0	4.0	6	6	0	0	4	2	4	123.0	22	6	16	15.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	6	0	0	4	2	4	360.0	22	6	16	8.0	0.0	8.0	6	6	0	0	4	2	4	6	6	0	0	4	2	4	5.0	22	6	16	22	6	16
9710293	9506347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	3	0	0	3	0	0	41.0	8	3	5	2.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3	3	0	0	3	0	0	200.0	8	3	5	3.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3	3	0	0	3	0	0	1250.0	8	3	5	1.0	1.0	0.0	2	2	0	0	2	0	0	3	3	0	0	3	0	0	7.0	8	3	5	4	2	2
9710295	9603342.0	8.0	3.0	5.0	9.0	1.0	7.0	14.0	8	3	5	9	1	7	14	0.0	11	8	3	11.0	8.0	3.0	7.0	2.0	5.0	9.0	0.0	7.0	14.0	8	3	5	9	1	7	14	18.0	11	8	3	10.0	7.0	3.0	5.0	1.0	4.0	8.0	0.0	5.0	11.0	8	3	5	9	1	7	14	77.0	11	8	3	8.0	5.0	3.0	8	3	5	9	1	7	14	8	3	5	9	1	7	14	4.0	11	8	3	11	8	3
9710296	9311237.0	5.0	2.0	3.0	4.0	0.0	5.0	6.0	7	3	4	5	2	5	10	4.0	11	7	4	8.0	5.0	3.0	2.0	1.0	1.0	1.0	0.0	2.0	2.0	7	3	4	5	2	5	10	202.0	11	7	4	3.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	7	3	4	5	2	5	10	1352.0	11	7	4	1.0	1.0	0.0	5	2	3	4	0	5	6	7	3	4	5	2	5	10	1.0	11	7	4	8	5	3
9710297	9210235.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	1	0.0	8	1	7	8.0	1.0	7.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	0	1	1	263.0	8	1	7	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	0	1	1	1011.0	8	1	7	1.0	1.0	0.0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0.0	8	1	7	4	1	3
9710298	9507342.0	6.0	4.0	2.0	2.0	1.0	5.0	12.0	6	4	2	2	1	5	12	1.0	11	6	5	11.0	6.0	5.0	5.0	4.0	1.0	1.0	1.0	4.0	11.0	6	4	2	2	1	5	12	85.0	11	6	5	10.0	5.0	5.0	5.0	4.0	1.0	1.0	1.0	4.0	11.0	6	4	2	2	1	5	12	129.0	11	6	5	10.0	5.0	5.0	6	4	2	2	1	5	12	6	4	2	2	1	5	12	2.0	11	6	5	11	6	5
9710299	9203216.0	3.0	1.0	2.0	2.0	0.0	3.0	6.0	3	1	2	2	0	3	6	12.0	26	3	23	15.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	2	2	0	3	6	35.0	26	3	23	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	2	2	0	3	6	678.0	26	3	23	3.0	0.0	3.0	3	1	2	2	0	3	6	3	1	2	2	0	3	6	0.0	26	3	23	20	3	17
9710300	9409254.0	23.0	8.0	15.0	41.0	0.0	23.0	114.0	23	8	15	41	0	23	114	5.0	37	23	14	37.0	23.0	14.0	14.0	6.0	8.0	15.0	1.0	13.0	59.0	23	8	15	41	0	23	114	27.0	37	23	14	26.0	14.0	12.0	11.0	5.0	6.0	12.0	0.0	11.0	55.0	23	8	15	41	0	23	114	131.0	37	23	14	22.0	11.0	11.0	23	8	15	41	0	23	114	23	8	15	41	0	23	114	7.0	37	23	14	37	23	14
9710301	9301240.0	15.0	7.0	8.0	13.0	7.0	8.0	8.0	20	10	10	15	11	9	10	24.0	24	20	4	18.0	15.0	3.0	10.0	4.0	6.0	9.0	2.0	8.0	8.0	20	10	10	15	11	9	10	137.0	24	20	4	11.0	10.0	1.0	6.0	1.0	5.0	7.0	6.0	0.0	0.0	20	10	10	15	11	9	10	1228.0	24	20	4	6.0	6.0	0.0	18	8	10	15	10	8	9	20	10	10	15	11	9	10	5.0	24	20	4	22	18	4
9710302	9503411.0	36.0	5.0	31.0	100.0	0.0	36.0	168.0	39	7	32	103	1	38	176	3.0	58	39	19	52.0	36.0	16.0	30.0	5.0	25.0	83.0	0.0	30.0	119.0	39	7	32	103	1	38	176	8.0	58	39	19	44.0	30.0	14.0	18.0	1.0	17.0	54.0	2.0	16.0	20.0	39	7	32	103	1	38	176	231.0	58	39	19	20.0	18.0	2.0	38	7	31	100	1	37	174	39	7	32	103	1	38	176	8.0	58	39	19	54	38	16
9710303	9306306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	13	0	13	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	114.0	13	0	13	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	256.0	13	0	13	8.0	0.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	13	0	13	12	0	12
9710304	9501281.0	12.0	3.0	9.0	31.0	0.0	12.0	42.0	12	3	9	31	0	12	42	1.0	20	12	8	20.0	12.0	8.0	12.0	3.0	9.0	31.0	0.0	12.0	36.0	12	3	9	31	0	12	42	7.0	20	12	8	19.0	12.0	7.0	7.0	3.0	4.0	9.0	0.0	7.0	15.0	12	3	9	31	0	12	42	241.0	20	12	8	10.0	7.0	3.0	12	3	9	31	0	12	42	12	3	9	31	0	12	42	2.0	20	12	8	20	12	8
9710305	9302213.0	4.0	2.0	2.0	3.0	2.0	2.0	3.0	4	2	2	3	2	2	3	27.0	7	4	3	7.0	4.0	3.0	4.0	2.0	2.0	3.0	3.0	1.0	2.0	4	2	2	3	2	2	3	91.0	7	4	3	6.0	4.0	2.0	3.0	1.0	2.0	3.0	2.0	1.0	2.0	4	2	2	3	2	2	3	1278.0	7	4	3	5.0	3.0	2.0	1	1	0	0	0	1	2	4	2	2	3	2	2	3	15.0	7	4	3	4	1	3
9710306	9509271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	45.0	2	0	2	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	191.0	2	0	2	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1077.0	2	0	2	2.0	0.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	2	0	2	2	0	2
9710307	9207214.0	1.0	1.0	0.0	0.0	0.0	1.0	7.0	1	1	0	0	0	1	7	1.0	17	1	16	16.0	1.0	15.0	1.0	1.0	0.0	0.0	0.0	1.0	7.0	1	1	0	0	0	1	7	6.0	17	1	16	16.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	0	1	7	570.0	17	1	16	4.0	0.0	4.0	1	1	0	0	0	1	7	1	1	0	0	0	1	7	2.0	17	1	16	16	1	15
9710308	9611363.0	5.0	2.0	3.0	5.0	0.0	5.0	8.0	12	7	5	8	4	8	13	14.0	17	12	5	8.0	5.0	3.0	3.0	1.0	2.0	3.0	3.0	0.0	0.0	12	7	5	8	4	8	13	168.0	17	12	5	3.0	3.0	0.0	3.0	1.0	2.0	3.0	3.0	0.0	0.0	12	7	5	8	4	8	13	1137.0	17	12	5	3.0	3.0	0.0	11	6	5	8	3	8	12	12	7	5	8	4	8	13	0.0	17	12	5	15	11	4
9710309	9309336.0	5.0	3.0	2.0	2.0	1.0	4.0	9.0	6	4	2	3	1	5	15	5.0	14	6	8	11.0	5.0	6.0	3.0	2.0	1.0	2.0	0.0	3.0	6.0	6	4	2	3	1	5	15	150.0	14	6	8	5.0	3.0	2.0	3.0	2.0	1.0	2.0	0.0	3.0	6.0	6	4	2	3	1	5	15	210.0	14	6	8	5.0	3.0	2.0	5	3	2	2	1	4	9	6	4	2	3	1	5	15	7.0	14	6	8	11	5	6
